 op_mp  , op_gen , ow_avg , chp_mp , chp_gen 
30,9,9.96,0.29,0.39
33,0,0.18,0.02,0.02
67,0,22.12,9.36,9.36
72,29,42.76,1.35,1.82
68,6,17.45,0.87,1.44
67,0,0.35,0.08,0.08
0,0,0.35,0.12,0.13
100,0,23.53,0.16,0.16
50,0,1.45,0.27,0.27
15,0,3.8,0.18,0.12
0,0,0.07,0.01,0.01
0,0,0.13,0.02,0.02
100,0,0.3,0.14,0.08
40,0,3.57,0.1,0.6
0,0,0.39,0.75,0.75
0,0,0.3,0.01,0.07
0,0,0.21,0.05,0.05
0,0,3.22,0.4,0.55
0,0,0.04,0.06,0.06
100,0,8.23,0.51,0.51
0,0,0.32,0.38,0.16
50,22,21.83,0.31,5.76
33,33,53.8,4.29,4.29
0,0,0.06,0.13,0.13
0,0,0.47,0.04,0.04
0,0,0.2,0.12,0.08
50,11,20.72,0.29,1.6
27,0,7.29,0.07,2.48
0,0,1.83,0.02,0.44
0,0,1.32,0.22,0.22
0,0,2.97,0.07,0.92
50,0,5.84,1.32,0.57
0,0,0.37,0.04,0.04
14,0,1.6,0.08,0.15
0,0,0.76,0.01,0.01
25,23,23.6,0.87,0.91
50,19,20.27,0.38,0.31
40,8,15.45,0.97,0.56
79,55,66.61,0.97,1.47
100,0,10.38,0.28,1.02
30,0,0.84,0.04,0.13
0,0,0.41,0.13,0.13
0,0,0.21,0.05,0.05
0,0,5.08,0.03,0.03
0,0,0.5,0.08,0.11
0,0,0.1,0.02,0.02
100,0,3.55,0.49,0.49
0,0,0.12,0.05,0.03
35,10,27.79,0.61,2.05
29,0,12.31,1.36,1.26
0,0,0.25,0.02,0.02
18,13,29.78,0.25,3.14
0,0,0.29,0.01,0.01
0,0,0.52,0.04,0.15
0,0,0.03,0.02,0.02
0,0,0.07,0.05,0.05
10,3,32.57,3.45,3.34
100,0,1.1,0.02,0.05
26,0,0.51,0.07,0.07
0,6,12.3,0.02,0.33
0,2,3.05,0.36,0.17
0,0,7.26,0.4,0.84
67,0,4.21,1.8,1.16
53,1,7.51,1.05,1.83
0,0,0.45,0.22,0.22
100,0,4.66,0.5,0.4
0,0,0.8,0.35,0.31
77,19,30.16,1.87,2.01
59,16,27.39,0.81,1
100,50,46.8,0.69,0.69
49,18,28.06,1.35,2.22
0,0,0.1,0.03,0.03
39,8,17.34,2.31,2.64
0,0,0.05,0.03,0.03
80,35,38.03,0.28,0.89
0,0,0.14,0.01,0.03
40,7,21.47,3.26,2.51
89,0,28.87,0.95,0.67
60,2,27.36,0.76,0.81
33,0,3.38,0.85,0.85
60,0,18.05,0.51,0.51
54,7,23.64,0.32,0.3
36,0,26.97,4.25,5.06
40,0,25.72,1.53,1.53
0,0,0.49,0.04,0.04
65,0,3.15,0.08,0.07
40,0,0.81,0.22,0.18
100,0,5.47,0.06,0.55
48,6,18.85,1.63,1.54
0,0,0.17,0.03,0.03
0,0,0.07,0.02,0.02
51,17,30.66,0.88,1.03
62,15,28.34,0.96,2.84
0,0,2.7,0.16,0.1
14,0,3.72,0.1,0.25
0,0,0.56,0.16,0.16
0,0,0.19,0.02,0.04
50,14,24.3,0.55,0.79
61,9,22.95,1.55,1.03
33,17,34.67,5.4,8.19
0,0,1.33,0.09,0.09
0,0,0.75,0.28,0.33
0,0,0.79,0.13,0.13
100,20,43.03,1.3,4.53
20,0,9.47,0.52,0.52
40,5,9.49,1.2,1.54
33,7,16.38,0.62,1.3
67,6,21.94,0.64,0.86
40,0,1.93,0.12,0.12
10,0,3.77,0.27,0.18
50,0,1.3,0.15,0.15
44,0,6.37,0.2,0.61
100,50,61.91,0.02,0.91
60,60,54.98,0.99,1.02
0,0,0.3,0.2,0.2
47,23,27.62,1.28,1.16
100,29,35.76,0.02,0.81
0,20,29.49,0.05,0.81
0,0,8.41,0.69,0.96
0,0,0.46,0.13,0.08
0,0,0.66,0.08,0.1
0,0,0.2,0.06,0.06
36,0,1.74,0.15,0.1
50,8,31.08,0.93,1.05
33,0,0.23,0.09,0.09
41,0,11.49,0.53,0.67
29,7,13.52,0.66,1.41
38,0,4.17,1.59,1.59
40,20,30.29,1.56,1.56
41,3,6.2,0.19,0.19
100,0,2.26,0.06,0.05
33,0,15.63,2.82,2.82
60,9,23.12,0.36,1.03
50,0,0.69,0.06,0.06
0,0,0.27,0.04,0.05
0,0,5.63,0.02,0.13
40,29,32.94,2.24,6.09
0,0,5.45,0.23,0.18
100,0,1.7,0.06,0.13
100,0,4.8,0.08,0.06
0,0,0.93,0.04,0.03
50,0,12.94,0.67,0.72
0,0,0.51,0.06,0.14
0,0,0.21,0.02,0.11
33,0,0.46,0.26,0.26
0,0,0.5,0.02,0.02
0,0,1.1,0.02,0.02
49,8,17.42,0.29,0.62
91,26,61.78,3.41,3.41
50,0,14.13,0.87,0.87
76,26,36.76,1.64,1.4
86,31,36.63,0.37,1.03
53,23,33.33,0.05,0.37
33,0,3.03,0.37,0.24
100,0,0.96,0.18,0.18
67,13,18.96,1.08,0.91
0,0,0.86,0.31,0.14
45,13,23.91,1.08,1.48
63,33,47.12,1.12,1.5
66,5,11.85,0.25,0.38
66,0,3.93,0.26,0.37
50,0,0.45,0.06,0.05
25,1,4.78,0.06,1.06
0,0,0.24,0.09,0.16
0,0,7.55,0.08,0.77
100,33,34.28,1.15,1.77
0,0,0.08,0.02,0.06
25,44,42.84,0.8,0.92
100,0,1.09,0.09,0.09
59,11,18.53,0.71,0.75
95,72,84.9,5.93,5.94
60,57,55.35,1.7,2.49
0,0,1.98,0.36,0.36
80,0,28.57,3.38,3.38
13,0,1.83,0.08,0.09
60,0,5.37,0.41,0.31
50,0,0.16,0.05,0.05
0,0,0.66,0.02,0.02
0,0,0.27,0.04,0.04
100,0,4.19,0.04,0.03
32,0,1.6,0.1,0.08
0,0,0.29,0.04,0.04
0,9,25.77,1.18,1.94
50,0,1.79,0.17,0.4
100,0,0.92,0.31,0.16
23,7,13.02,1.69,1.31
0,0,0.66,0.29,0.29
0,0,3.84,0.96,0.96
0,0,0.08,0.04,0.04
35,16,26.33,3.22,8.5
0,0,1.6,0.02,0.11
0,0,0.24,0.06,0.09
57,0,0.51,0.03,0.03
100,0,0.49,0.02,0.05
43,13,42.96,0.26,6.97
0,0,0.28,0.02,0.02
0,0,2.15,0.48,0.55
0,0,0.16,0.05,0.05
28,0,5.04,0.15,0.16
46,5,12.11,0.38,0.47
100,0,0.22,0.05,0.05
48,5,12.77,0.42,1.18
0,0,1.49,0.02,0.02
100,0,6.77,1.98,1.98
100,0,10.67,2.19,3.12
100,0,0.68,0.27,0.21
0,0,0.53,0.12,0.21
0,0,5.09,0.11,0.63
0,0,0.22,0.12,0.12
0,0,0.44,0.05,0.08
0,0,0.31,1.34,2.03
43,6,10.9,0.27,0.37
0,0,6.73,0.33,0.33
80,30,58.52,2.24,2.5
47,3,13.58,0.12,1.91
40,5,10.13,0.1,1.09
25,0,0.88,0.17,0.18
33,0,1.02,0.06,0.06
0,0,0.04,0.01,0.01
5,0,1.31,0.26,0.26
57,0,4.81,0.28,0.28
37,2,8.95,0.35,0.58
20,0,5.6,0.87,0.87
0,0,0.09,0.07,0.07
0,29,39.85,0.8,5.4
100,0,0.14,0.1,0.1
18,0,0.31,0.1,0.11
100,0,4,0.83,0.83
0,0,0.24,0.05,0.05
50,0,3,0.05,0.05
11,0,8.46,0.37,1.95
0,0,14.07,0.01,1.35
79,27,35.44,1.25,1.59
67,0,7.92,0.41,0.46
100,0,7.89,0.51,0.51
25,0,1.82,0.08,0.07
35,0,0.17,0.03,0.04
0,0,0.32,0.1,0.22
33,0,1.39,0.08,0.08
91,7,14.81,0.57,0.61
0,0,0.45,0.04,0.04
0,0,0.45,0.04,0.04
0,0,0.14,0.06,0.12
33,9,17.55,0.09,0.59
59,24,39.53,1.1,1.74
0,0,0.09,0.04,0.04
0,0,26.17,1.66,1.43
10,5,10.49,0.3,0.45
20,0,7.45,0.4,0.4
25,0,0.86,0.26,0.24
73,0,3.56,0.1,0.19
20,21,28.41,0.15,1.13
91,43,54.88,0.09,0.08
100,0,3.66,0.06,0.16
0,0,49.87,14.82,14.82
0,0,0.25,0.04,0.04
27,0,9.52,0.69,1.19
46,0,10.22,0.49,0.82
0,0,0.14,0.08,0.08
100,6,16.4,0.45,0.42
50,26,36.16,0.17,1.42
0,0,0.39,0.08,0.05
52,0,1.71,0.17,0.32
100,33,37.85,0.03,0.32
100,0,20.9,0.12,0.12
0,0,0.03,0.02,0.02
100,0,0.07,0.02,0.02
100,0,0.85,0.08,0.08
29,0,0.73,0.33,0.33
14,2,17.61,1.52,2.26
0,0,3.53,0.33,0.33
56,0,1.79,0.18,0.18
0,0,2.01,0.81,0.81
0,0,0.39,0.04,0.04
70,25,36.45,1.15,1.81
0,0,0.02,0.02,0.02
40,33,33.72,0.96,0.81
36,0,8.63,1.19,1.49
20,0,8.35,0.55,0.52
0,0,3.91,0.18,0.38
67,17,21.29,0.06,0.5
0,0,1.03,0.08,0.1
0,0,0.47,0.06,0.06
0,0,1.83,0.74,0.74
0,0,0.51,0.04,0.04
24,3,9.41,0.23,0.33
31,0,0.25,0.14,0.14
61,0,10.91,0.39,1.32
0,0,0.77,0.12,0.04
0,0,1.14,0.04,0.04
0,0,0.52,0.28,0.28
50,0,4.21,0.08,0.08
47,15,25.34,0.15,0.38
59,13,25.64,0.34,0.43
100,0,0.7,0.01,0.01
50,0,1.2,0.05,0.09
0,0,0.4,0.02,0.05
9,8,15.49,0.09,0.82
40,11,14.18,1.61,0.76
0,0,0.03,0.01,0.01
25,0,0.64,0.01,0.01
0,83,77.44,0.02,4.65
53,14,24.3,0.6,0.93
24,11,18.5,0.59,0.66
0,0,0.93,0.1,0.1
0,0,0.21,0.04,0.03
0,0,0.13,0.04,0.03
0,0,0.25,0.02,0.02
0,20,28.33,0.08,1.33
0,0,0.22,0.25,0.12
50,0,0.14,0.03,0.04
24,0,3.02,0.62,1.02
25,4,7.88,0.79,0.99
32,0,2.98,0.39,0.41
0,0,0.05,0.04,0.04
0,6,11.16,0.04,0.2
50,0,24.53,1,1
100,25,26.93,0.45,0.35
0,0,0.25,0.02,0.04
0,0,0.1,0.02,0.06
69,33,40.49,0.03,0.03
0,0,0.3,0.09,0.09
20,20,20.23,1.18,1.18
48,0,13.12,0.52,0.57
17,10,16.47,0.25,0.27
20,0,2,0.49,0.49
50,0,0.28,0.04,0.04
50,50,49.66,0.85,0.85
41,1,8.16,1.38,1.7
67,0,5.46,0.52,0.52
39,4,12.29,0.49,1.5
54,3,11.38,0.43,0.41
48,2,6.31,1.49,0.37
67,0,2.68,0.04,0.04
0,0,21.62,0.32,0.32
0,0,1.79,0.14,0.14
58,0,4.11,0.05,0.09
42,8,17.19,0.4,0.32
0,0,0.44,0.21,0.21
33,33,30.98,1.44,1.46
0,0,0.16,0.08,0.08
68,10,30.64,0.84,3.3
20,8,13.91,1.6,0.79
0,0,1,0.31,0.31
35,0,4.11,0.19,0.38
50,0,9.4,0.46,0.32
10,4,12.23,0.31,0.49
0,0,16.23,0.03,0.65
80,19,32.99,1.95,1.5
40,2,4.24,0.08,0.13
50,8,13.24,0.06,0.13
0,0,0.22,0.02,0.09
100,0,2.44,0.18,0.12
5,0,0.24,0.13,0.13
0,0,0.18,0.11,0.11
100,0,1.07,0.19,0.09
100,0,0.06,0.01,0.01
0,0,0.44,0.29,0.29
0,0,0.04,0.01,0.01
43,2,10.1,0.18,0.52
0,0,0.16,0.05,0.05
38,5,8.3,0.18,0.37
0,0,0.34,0.12,0.12
20,0,4.34,0.05,0.05
25,0,5.12,0.57,1
50,17,27.86,0.91,0.91
54,33,38.39,1.68,2.5
51,25,27.49,5.09,5.23
0,0,0.13,0.05,0.04
100,0,0.38,0.56,0.14
0,0,0.37,0.14,0.14
50,40,44.75,1.56,1.89
0,0,0.06,0.01,0.01
0,0,0.09,0.03,0.04
100,100,100,2.63,2.83
59,22,34.47,0.69,1.34
0,0,0.06,0.05,0.05
29,4,6.56,0.2,0.12
33,0,0.18,0.16,0.16
21,0,5.53,0.08,0.65
100,0,49.74,4.35,4.35
33,0,2.55,0.66,0.3
29,0,1.55,0.36,0.56
0,0,3.43,0.26,0.25
24,0,3.47,1.12,2.19
0,0,1.13,0.14,0.14
100,0,10.66,0.78,0.78
46,17,23.84,0.29,0.74
11,0,1.58,0.22,0.28
44,14,19.28,0.9,0.74
60,21,32.24,3.17,2.54
50,0,4.07,0.29,0.29
81,8,18.98,0.26,0.24
25,0,0.19,0.05,0.05
62,44,52.05,1.63,2.59
50,0,0.39,0.16,0.12
0,0,1.27,0.05,0.19
100,8,23.41,0.03,0.54
0,0,0.3,0.11,0.11
0,0,1.5,0.16,0.1
0,0,0.08,0.09,0.08
0,0,1.05,0.02,0.02
37,7,12.88,0.43,0.61
45,2,12.27,2.36,1.85
0,0,0.22,0.02,0.02
27,0,0.45,0.2,0.19
67,0,6.8,0.38,0.38
0,50,50.16,0.17,0.22
0,0,3.83,0.07,0.05
0,0,1.7,0.31,0.48
27,10,43.01,0.46,2.61
50,13,25.23,1.54,1.54
63,27,39.57,2.33,3.29
0,0,0.42,0.03,0.03
67,0,0.76,0.11,0.08
50,16,19.56,1.06,1.11
33,10,15.66,0.36,0.21
75,43,48.94,0.71,0.99
31,0,1.78,0.16,0.44
0,0,0.17,0.07,0.07
76,31,39.81,0.77,1.1
0,0,0.26,0.02,0.02
100,0,55.41,0.82,0.82
0,0,0.14,0.02,0.02
50,0,6.12,1.62,1.62
25,0,2.42,0.47,0.54
0,0,0.06,0.02,0.02
100,0,1.95,0.06,0.06
0,0,0.04,0.07,0.07
0,0,0.05,0.06,0.06
0,0,1.04,0.28,0.28
49,4,12.95,0.44,0.31
40,0,9.18,0.21,0.14
100,0,28.06,18.28,18.28
100,0,33.32,8.41,8.41
0,0,0.4,0.57,0.57
11,0,1.2,0.22,0.4
0,0,0.9,0.04,0.46
0,0,3.18,0.2,0.46
10,9,25.32,0.65,4.08
54,18,34.35,3.58,5.46
0,0,0.88,0.44,0.44
18,0,4.98,1.57,1.84
0,0,0.28,0.1,0.1
10,11,12.45,0.72,0.91
0,0,0.14,0.08,0.08
0,0,0.2,0.09,0.07
100,7,19.99,2.97,1.2
0,0,1.45,0.31,0.31
100,0,4.68,0.28,0.28
9,0,1.22,0.03,0.03
50,0,3.2,1.42,1.92
0,0,14.12,1.36,1.36
50,7,20.79,0.7,1.48
28,0,6.49,0.36,0.63
0,0,0.45,0.02,0.07
45,17,22.7,0.58,1.39
0,0,0.48,0.02,0.04
71,27,53.2,6.43,6
0,0,2.01,0.83,0.7
0,4,7.92,0.52,1.06
0,0,0.2,0.1,0.1
20,0,12.13,0.93,0.6
33,8,12.26,0.24,0.6
100,100,100,0.02,0.02
40,0,12.3,1.1,1.1
0,0,0.12,0.08,0.08
29,7,34.36,0.95,1.41
57,65,71.58,2.95,5.53
29,0,2.49,0.21,0.33
0,0,0.11,0.03,0.03
0,0,0.07,0.02,0.02
43,33,45.54,3.2,3.95
20,0,1.87,0.05,0.1
0,0,6.31,0.5,0.5
74,30,51.42,3.42,4.59
0,0,0.27,0.06,0.06
94,3,39.59,0.53,0.55
75,69,70.73,1.16,1.16
0,0,2.86,0.32,0.32
83,0,0.92,0.08,0.07
0,0,1.08,0.04,0.07
36,3,7.68,0.42,0.55
100,0,3.65,0.33,0.18
0,0,0.12,0.04,0.04
100,0,6.5,0.62,0.62
42,3,8.28,0.9,0.7
23,1,7.42,0.41,1.19
23,18,29.47,0.16,2.24
47,0,3.25,0.13,0.27
67,0,2.85,0.02,0.02
79,29,32.83,0.1,0.1
0,0,6.02,0.02,6.76
0,0,0.07,0.05,0.02
43,0,15,15.18,14.05
47,0,4.38,0.25,0.34
0,0,0.09,0.06,0.06
0,0,2.73,0.11,0.4
100,0,0.88,0.02,0.02
33,0,1,0.31,0.31
0,0,0.08,0.03,0.04
44,18,30.78,1.36,3.64
50,0,0.44,0.04,0.04
56,10,23.13,0.75,2.28
67,0,10.42,0.25,0.18
89,66,67.66,1.24,1.12
100,0,1.46,0.09,0.09
67,16,27.4,14.6,11.65
0,0,0.29,0.1,0.1
100,0,0.33,0.13,0.17
0,0,0.02,0.01,0.01
25,9,11.39,0.39,0.38
0,0,0.82,0.49,0.49
0,0,0.06,0.01,0.01
31,1,5.71,0.31,0.41
0,0,1.74,0.05,0.14
0,0,0.06,0.03,0.03
50,0,10.67,1.33,1.33
100,14,27.85,0.44,0.44
0,0,0.7,0.95,0.95
0,0,1.11,0.05,0.05
0,0,0.89,0.09,0.15
0,0,0.02,0.02,0.02
0,0,0.07,0.04,0.04
27,11,12.23,0.28,0.28
60,0,2.33,0.19,0.19
0,0,0.02,0.01,0.01
10,0,6,0.79,1.2
40,9,25.08,1.17,15.21
56,14,36.53,1.69,15.83
0,0,0.23,0.13,0.13
0,0,0.1,0.05,0.05
100,0,18.31,0.43,0.29
50,0,7.55,0.09,0.98
81,6,14.25,0.23,0.32
50,6,21.42,1.1,1.03
100,16,29.24,0.13,0.34
0,0,0.18,0.11,0.07
0,0,0.42,0.16,0.16
0,0,2.39,0.1,1.77
100,13,12.83,0.77,0.21
0,0,2.29,0.05,0.04
50,0,1.91,0.08,0.08
78,8,11.08,0.47,0.51
0,0,0.25,0.07,0.07
100,0,4.21,0.34,0.34
0,0,0.18,0.08,0.08
0,0,20.61,1.01,0.71
61,0,40.16,0.82,3.32
25,13,21.66,1.12,1.19
28,0,5.68,0.19,0.24
31,2,6.01,0.15,0.18
39,3,7.86,0.15,0.26
30,0,0.24,0.03,0.03
57,0,3.38,0.28,0.22
0,0,34.69,0.02,3.07
0,0,1.55,0.64,0.82
45,2,8.34,0.26,0.27
52,0,3.3,0.12,0.13
54,0,4.92,0.2,0.18
33,2,14.44,0.07,0.47
0,0,0.09,0.04,0.04
0,0,6.85,0.24,0.49
50,0,0.92,0.26,0.26
0,0,0.17,0.1,0.1
0,0,0.34,0.18,0.18
57,0,12.78,0.32,0.32
78,15,24.84,0.78,1.12
66,17,29.14,0.98,1.65
100,0,17.23,1.08,1.08
33,0,2.6,0.38,0.38
0,0,0.07,0.01,0.01
44,3,5.25,0.41,0.41
8,2,4.65,0.11,0.56
38,4,8.84,0.39,1.06
19,2,6.86,0.31,0.79
8,3,8.77,0.22,0.89
17,0,6.21,1.02,1.02
0,0,0.25,0.02,0.02
0,0,0.89,0.06,0.11
100,11,16.35,0.97,0.25
0,0,0.54,0.07,0.28
44,0,1.15,0.1,0.1
33,17,23.57,0.95,1.19
36,27,26.93,0.85,0.84
0,0,0.03,0.02,0.02
10,0,11.38,0.84,3.06
0,0,1.52,0.1,0.05
33,33,33.43,1.52,1.52
0,0,9.84,0.06,0.06
0,0,0.79,0.08,0.07
50,13,20.62,1.81,0.99
100,0,3.66,0.38,0.38
100,0,3.49,0.3,0.17
0,0,0.21,0.05,0.05
33,0,3.18,0.22,0.24
0,0,3.41,0.26,0.26
0,0,0.39,0.04,0.04
0,0,0.19,0.09,0.09
19,0,1.41,0.13,0.12
22,0,2.46,0.12,0.32
11,0,1.16,0.24,0.27
100,0,13.04,0.01,0.61
0,0,0.86,0.02,0.06
23,6,7.58,0.59,1.35
33,4,9.99,0.42,0.38
50,0,18.28,0.92,0.92
23,0,5.54,0.4,0.39
39,1,3.69,0.15,0.27
33,39,45.46,0.3,0.34
67,0,3.68,0.12,0.35
49,0,0.4,0.01,0.01
60,30,41.86,3.58,4.29
0,0,0.76,0.07,0.07
11,0,1.22,0.17,0.46
0,0,0.31,0.29,0.29
63,0,3.02,0.09,0.21
26,0,3.06,0.16,0.2
0,0,0.29,0.09,0.09
40,5,13.16,0.38,0.55
20,1,10.3,0.28,0.75
17,0,0.9,0.08,0.19
0,0,7.8,0.88,1.23
50,3,5.51,0.04,0.15
100,0,1.3,0.19,0.19
0,0,0.42,0.07,0.07
20,0,6.14,0.02,0.38
0,0,50,16.91,16.91
33,6,11.59,0.01,0.14
0,0,2.89,0.02,0.08
0,0,0.25,0.25,0.11
33,0,17.89,2.27,2.27
0,0,0.81,0.04,0.04
0,0,1.82,0.61,0.61
0,0,1.92,0.1,0.1
25,0,19.24,1.11,1.66
0,7,11.38,0.18,0.61
25,0,9.25,0.28,0.79
56,18,24.27,1.04,1.23
0,0,3.22,0.05,0.05
0,0,8.13,0.29,0.61
57,11,23.48,0.91,0.75
33,0,9.13,0.95,0.4
50,0,2.73,0.15,0.15
64,29,38.49,3.5,3.07
21,1,4.63,0.14,0.12
31,2,6.7,0.71,0.45
50,50,46.75,0.15,0.15
63,11,17.04,4.69,1.53
100,0,8.26,3.47,3.47
17,2,5.15,0.04,0.69
50,20,31.37,0.56,1.85
0,21,34.45,0.03,0.79
50,14,14.31,0.25,0.26
62,0,2.34,0.14,0.25
25,22,33.11,1.79,1.94
43,6,8.53,0.03,0.19
0,0,0.34,0.03,0.09
84,37,49.71,0.87,0.71
46,34,44.33,0.24,0.53
0,0,0.18,0.03,0.05
33,0,22.39,0.6,0.6
28,0,21.17,0.69,0.95
50,0,21.43,2.4,2.2
50,0,12.41,0.79,0.79
63,46,50.46,1.26,2.22
50,27,32.47,1.2,0.73
75,0,28.26,3.15,3.15
0,0,1.35,0.16,0.16
100,0,3.91,0.86,0.86
50,10,38.02,0.96,5.71
71,39,44.39,4.95,4.86
22,5,9.57,1.02,1.45
0,0,13.28,1.43,1.43
21,0,8.73,0.18,0.18
20,11,12.77,0.48,0.31
43,0,5.57,0.55,2.87
32,2,7.72,0.28,0.65
45,0,5.03,0.15,0.21
24,0,4.68,0.99,1.38
0,0,0.13,0.24,0.24
0,0,0.8,0.26,0.26
35,4,10.98,0.25,1.25
0,0,4.64,1.13,1.13
100,0,2.75,0.13,0.13
65,31,56.37,0.12,0.15
0,0,0.03,0.04,0.04
0,0,0.32,0.25,0.25
50,0,0.54,0.07,0.07
0,0,0.07,0.03,0.03
0,0,1.4,0.14,0.09
0,0,0.32,0.01,0.02
50,0,16.84,0.02,0.02
71,18,33.85,0.45,0.99
33,0,1.46,0.11,0.12
0,0,2.53,0.1,0.1
58,3,9.84,0.35,0.66
38,0,15.67,0.95,0.71
67,5,11.24,1.32,3.35
0,50,49.06,0.3,1.42
57,19,33.3,3.61,11.97
0,25,26.03,1.22,0.72
29,0,0.53,0.02,0.02
33,0,2.3,0.18,0.18
33,0,13.83,1.37,1.09
14,0,0.31,0.15,0.15
66,3,3.64,0.04,0.04
0,0,3.7,0.16,0.24
55,5,14.42,0.5,0.58
25,0,0.93,0.07,0.1
33,0,2.59,0.75,0.85
0,0,0.18,0.04,0.04
50,0,34.14,0.11,0.11
0,0,8.38,0.07,0.05
76,11,35.29,0.42,1.04
0,0,1.72,0.04,0.04
37,1,8.75,0.97,1.11
35,0,7.17,0.45,1.07
0,0,1.13,0.97,0.97
22,0,1.65,0.36,0.3
18,11,14.76,0.95,0.22
25,2,6.71,0.32,1.48
0,0,0.07,0.03,0.03
33,0,0.05,0.02,0.02
29,0,2.03,0.05,0.39
100,0,0.27,0.21,0.13
58,5,8.24,1.06,0.83
11,0,2.82,0.37,0.63
75,0,0.98,0.03,0.03
34,0,1.42,0.26,0.3
33,9,28.32,0.48,0.51
0,0,0.92,0.35,0.25
0,0,0.42,0.24,0.24
0,0,0.01,0.01,0.01
0,0,0.43,0.33,0.1
47,4,11.68,0.7,3.04
0,0,0.03,0.01,0.01
50,0,2.61,0.1,0.21
14,0,0.69,0.21,0.25
0,0,0.12,0.03,0.03
0,0,0.49,0.01,0.01
50,0,20.59,1.37,1.95
0,0,2.63,0.59,0.59
0,0,0.03,0.02,0.02
0,0,0.78,0.42,0.35
26,1,6.98,0.65,1.01
15,0,1.14,0.11,0.21
30,1,7,0.9,0.91
50,50,50.05,0.06,0.06
100,0,9.14,2.25,2.25
45,0,15.5,2.87,2.92
0,0,0.89,0.5,0.5
0,0,0.05,0.03,0.06
0,0,9.52,1.12,1.34
50,0,2.94,0.21,0.19
0,0,2.51,0.12,0.12
32,25,37.09,1.72,1.63
8,0,0.46,0.17,0.17
0,0,0.49,0.06,0.15
34,8,17.05,0.6,0.65
34,5,16.1,0.47,0.67
61,20,31.68,1.13,1.19
100,0,1.11,0.08,0.15
33,0,1.29,0.19,0.1
37,4,7.88,0.6,0.36
0,0,13.69,2.81,2.49
100,0,29.06,3.94,3.94
80,0,4.01,0.12,0.12
0,0,0.7,0.04,0.04
0,0,0.37,0.06,0.04
0,0,0.05,0.03,0.03
17,6,11.76,0.81,0.72
29,18,36.53,2.31,5.28
12,3,6.02,0.19,0.4
0,0,3.66,0.07,0.07
0,0,8.81,0.68,0.7
20,0,0.14,0.03,0.03
0,0,0.08,0.12,0.12
0,0,0.58,0.01,0.12
38,10,18.93,0.42,0.46
0,0,1.33,0.21,0.17
80,61,80.84,7.09,7.09
97,0,46.42,9.12,9.12
10,0,2.75,0.09,0.15
0,0,0.57,0.21,0.13
0,0,0.04,0.07,0.07
0,0,5.65,0.07,0.44
67,0,1.18,0.04,0.09
46,0,1.83,0.14,0.14
100,0,1.4,0.07,0.07
41,1,1.81,0.06,0.13
58,0,0.61,0.12,0.08
100,0,8.17,0.01,0.19
78,12,26.14,0.37,0.61
88,5,15.24,0.8,0.49
97,89,92.4,2.74,2.74
0,0,37.76,0.37,0.37
20,0,1.42,0.19,0.17
0,0,0,0.01,0.01
24,4,15.58,1.08,2.63
29,0,8.65,0.87,0.87
21,24,29.61,6.1,4.53
13,4,11.94,0.16,0.77
100,0,2.12,0.58,0.58
0,0,8.49,0.15,0.48
0,0,0.05,0.02,0.02
29,0,4.11,0.25,0.29
33,33,28.12,0.53,0.53
0,0,0.35,0.19,0.15
41,0,5.15,0.08,0.08
56,0,18.81,0.59,3.65
33,8,14.38,0.81,1.18
0,0,0.24,0.02,0.03
100,0,0.45,0.04,0.04
0,0,2.9,0.24,0.24
0,0,0.1,0.04,0.04
33,0,1.11,0.06,0.09
67,0,0.66,0.03,0.03
0,1,5.98,0.21,0.36
70,0,6.48,0.23,0.34
17,0,2.13,0.1,0.09
0,0,0.33,0.65,1.43
0,0,0.16,0.32,0.32
0,0,0.4,0.03,0.13
100,0,14.21,0.97,0.72
29,0,1.02,0.08,0.08
20,20,31.75,3.64,3.64
20,5,9.39,0.72,0.81
0,0,0.03,0.04,0.04
67,0,5.21,3.51,3.51
29,2,3.87,0.11,0.23
0,0,0.05,0.02,0.02
62,80,77.93,4.14,7.11
24,0,4.15,0.17,0.19
40,0,1.28,0.17,0.15
0,0,14.5,0.33,0.89
51,4,13.07,0.97,0.78
100,0,2.06,0.06,0.06
0,0,0.57,0.14,0.14
78,18,21.77,0.25,0.23
33,0,7.48,0.09,0.09
100,0,3.38,0.1,0.32
0,0,6.09,0.03,0.85
71,47,55.02,0.57,0.8
25,0,5.03,0.21,0.21
43,0,9.03,0.49,0.49
57,0,0.53,0.04,0.07
0,0,0.83,0.41,0.29
50,0,0.06,0.01,0.01
0,0,0.92,0.01,0.12
0,0,1.33,0.02,0.02
0,0,4.21,1.34,1.07
0,25,33.08,0.16,0.88
100,50,50.53,1.7,1.7
25,0,16.37,0.5,0.45
100,0,3.72,0.08,0.08
50,0,4.76,0.1,0.48
0,0,0.18,0.04,0.04
0,0,0.91,0.04,0.15
63,5,46.95,0.53,2.64
60,40,49.76,6.23,6.23
57,22,27.28,0.31,0.4
100,0,16.78,0.18,0.25
67,1,5.05,0.18,0.14
100,0,8.33,0.03,0.03
0,0,0.54,0.08,0.08
45,33,30.82,1.11,1.08
0,0,0.78,0.04,0.06
0,0,1.49,0.08,0.13
87,5,32.74,3.92,3.21
0,7,9.42,0.16,0.33
0,0,0.42,0.02,0.04
43,3,8.47,0.45,0.66
100,0,0.09,0.02,0.02
30,28,38.37,0.67,1.5
